COD_MUNICIPIO_TSE;UF;MUNICIPIO;ELEITORADO APTO;FEMININO;MASCULINO;NÃO INFORMADO;16 ANOS;17 ANOS;18 A 20 ANOS;21 A 24 ANOS;25 A 34 ANOS;35 A 44 ANOS;45 A 59 ANOS;60 A 69 ANOS;70 A 79 ANOS;SUPERIOR A 79 ANOS;INVÁLIDA
13218;CE;ARACATI;54818;28325;26432;61;290;651;3457;5259;12674;10970;11732;4873;2852;2053;7
13234;CE;ARACOIABA;24154;12124;11992;38;338;431;1707;2334;5629;4423;5124;2223;1278;666;1
13420;CE;ARARENDÁ;9175;4634;4533;8;183;168;629;808;2005;1556;1901;984;565;376;0
13250;CE;ARARIPE;17989;9195;8772;22;323;456;1462;1787;4168;3260;3358;1505;1061;609;0
13277;CE;ARATUBA;10037;5037;5000;0;199;272;882;1139;2363;1820;2097;843;340;82;0
13293;CE;ARNEIROZ;7047;3459;3581;7;106;152;496;656;1434;1344;1393;711;470;284;1
13315;CE;ASSARÉ;19233;9810;9390;33;291;379;1396;1891;3863;3303;3848;1866;1404;990;2
13331;CE;AURORA;21147;10676;10443;28;255;348;1422;1896;4609;3862;4301;2075;1462;917;0
13358;CE;BAIXIO;5518;2772;2746;0;60;86;325;499;1211;1039;1159;562;365;210;2
13382;CE;BANABUIÚ;13235;6690;6545;0;347;319;1082;1345;2882;2316;2919;1162;618;245;0
13374;CE;BARBALHA;39501;21321;18180;0;332;668;2947;3804;9587;7866;7989;3436;1989;881;2
13129;CE;BARREIRA;18691;9718;8960;13;280;328;1346;1808;4244;3495;3938;1664;911;676;1
13390;CE;BARRO;17146;8797;8330;19;208;267;1176;1556;3449;3303;3510;1674;1202;801;0
13404;CE;BARROQUINHA;12974;6449;6525;0;304;351;1057;1356;3066;2476;2277;1192;648;247;0
13412;CE;BATURITÉ;23969;12667;11302;0;295;496;1935;2536;5500;4875;5432;1962;769;166;3
13439;CE;BEBERIBE;43090;21732;21348;10;405;715;2584;4036;9492;8839;8985;4086;2353;1591;4
13455;CE;BELA CRUZ;18298;9585;8713;0;257;383;1480;1802;4304;3534;3987;1796;677;78;0
13471;CE;BOA VIAGEM;43222;21899;21300;23;584;797;3057;4031;8917;7356;9080;4425;2871;2100;4
13498;CE;BREJO SANTO;31098;16750;14348;0;332;582;2317;3033;7218;6090;6529;2863;1573;561;0
13510;CE;CAMOCIM;41199;21823;19376;0;523;828;3269;4106;9808;8470;8730;3600;1569;293;3
13536;CE;CAMPOS SALES;21108;11204;9900;4;370;468;1510;1998;4579;3546;4224;2056;1407;945;5
13552;CE;CANINDÉ;58159;29959;28126;74;497;1022;4050;5877;12955;10074;12111;5446;3379;2745;3
13579;CE;CAPISTRANO;14227;7226;7001;0;198;301;1158;1566;3514;2727;2960;1172;494;137;0
13595;CE;CARIDADE;14587;7375;7212;0;256;337;1269;1544;3466;2742;3108;1291;481;93;0
13617;CE;CARIRÉ;13134;6723;6411;0;248;344;1073;1148;2602;2374;3082;1377;697;189;0
13633;CE;CARIRIAÇU;20625;10785;9840;0;383;519;1740;2004;4527;4005;4227;2077;924;219;0
13650;CE;CARIÚS;13391;6757;6634;0;264;276;857;1207;2635;2427;3292;1505;760;167;1
13676;CE;CARNAUBAL;14297;7275;7019;3;291;305;1078;1387;3176;2673;2873;1153;770;590;1
13692;CE;CASCAVEL;55351;28417;26899;35;541;877;3752;5564;11832;11096;11767;4892;2875;2149;6
13714;CE;CATARINA;9466;4796;4666;4;149;153;634;782;2039;1636;2053;970;597;451;2
13447;CE;CATUNDA;8713;4270;4436;7;165;167;617;823;1961;1534;1802;864;485;295;0
13730;CE;CAUCAIA;213181;112358;100635;188;992;2382;15906;24351;52745;42018;46545;15459;7840;4938;5
13757;CE;CEDRO;21056;10820;10215;21;315;459;1397;1821;4300;3743;4474;2375;1473;699;0
13773;CE;CHAVAL;11154;5615;5532;7;182;259;818;1148;2553;2175;2170;883;657;308;1
13463;CE;CHORÓ;11931;5818;6104;9;172;228;948;1299;2627;1940;2486;1104;623;502;2
13161;CE;CHOROZINHO;17572;8707;8857;8;287;340;1230;1873;4042;3396;3793;1355;789;465;2
13811;CE;COREAÚ;19473;9852;9606;15;393;471;1451;1960;4412;3401;3900;1711;1000;773;1
13838;CE;CRATEÚS;52758;28086;24672;0;526;852;3381;4789;10619;9913;12527;5628;3267;1251;5
13854;CE;CRATO;76927;42604;34323;0;430;1163;5588;7404;17967;15843;17239;7261;3246;782;4
15881;CE;CROATÁ;14978;7723;7246;9;233;306;1094;1561;3365;2647;2964;1325;887;595;1
15890;CE;CRUZ;20830;10833;9983;14;402;406;1542;2041;4945;3935;4058;1778;1048;673;2
15989;CE;DEPUTADO IRAPUAN PINHEIRO;7208;3620;3586;2;114;148;463;697;1344;1311;1628;800;529;172;2
13200;CE;ERERÊ;5428;2707;2718;3;102;92;359;467;1195;994;1128;582;328;181;0
13226;CE;EUSÉBIO;38491;20689;17802;0;493;838;3064;4163;10002;8224;7701;2539;1114;350;3
13870;CE;FARIAS BRITO;14208;7428;6780;0;239;267;1047;1335;3041;2703;3125;1528;759;164;0
15911;CE;FORQUILHA;16961;8662;8299;0;261;377;1282;1705;4068;3146;3703;1478;733;207;1
13897;CE;FORTALEZA;1692712;928307;762318;2087;3775;11509;95018;156800;396877;341214;399971;152962;78934;55601;51
13501;CE;FORTIM;13561;6898;6647;16;189;250;957;1411;3152;2749;2770;1209;643;230;1
13919;CE;FRECHEIRINHA;10665;5481;5184;0;243;285;952;1180;2364;1892;2146;954;486;163;0
13935;CE;GENERAL SAMPAIO;7500;3668;3831;1;177;198;656;847;1725;1335;1399;710;333;120;0
13064;CE;GRAÇA;13222;6578;6638;6;276;346;968;1301;2985;2282;2598;1125;765;575;1
13951;CE;GRANJA;41976;20707;21199;70;878;1116;3638;4582;9418;7590;7481;3482;2295;1494;2
13978;CE;GRANJEIRO;4870;2502;2368;0;124;126;367;429;1140;899;962;467;247;109;0
13994;CE;GROAÍRAS;7841;3976;3865;0;152;198;578;786;1591;1356;1841;765;434;140;0
13242;CE;GUAIÚBA;19607;9897;9686;24;201;339;1321;1969;4559;3849;3950;1563;1016;839;1
14010;CE;GUARACIABA DO NORTE;32950;16931;15984;35;400;620;2429;3397;7308;6081;6550;3001;1785;1375;4
14036;CE;GUARAMIRANGA;5728;2859;2865;4;83;112;428;574;1296;1054;1225;504;272;180;0
14052;CE;HIDROLÂNDIA;16570;8394;8159;17;317;308;1109;1467;3537;2873;3341;1664;1088;866;0
13188;CE;HORIZONTE;48561;25192;23369;0;696;1192;3993;5465;13438;10370;9102;2991;1081;233;0
14060;CE;IBARETAMA;11854;5950;5899;5;235;257;911;1259;2617;2078;2498;1174;608;213;4
14079;CE;IBIAPINA;15896;8324;7571;1;204;347;1283;1437;3449;2730;3490;1628;842;484;2
15920;CE;IBICUITINGA;12138;5893;6238;7;212;222;841;1278;2914;2351;2477;1087;547;209;0
15938;CE;ICAPUÍ;16393;8158;8211;24;204;266;964;1367;3872;3350;3556;1521;802;488;3
14095;CE;ICÓ;54121;28223;25750;148;620;906;3296;4887;11982;9712;11706;5248;3125;2635;4
14117;CE;IGUATU;60396;32469;27927;0;502;963;4054;5180;13768;12185;14619;6201;2433;487;4
14133;CE;INDEPENDÊNCIA;22117;11109;10992;16;362;398;1511;1837;4432;4183;4759;2161;1480;994;0
13340;CE;IPAPORANGA;8638;4355;4283;0;151;211;700;725;1561;1509;2064;949;558;209;1
14150;CE;IPAUMIRIM;9618;4882;4727;9;155;172;631;906;2127;1747;1877;991;650;361;1
14176;CE;IPU;33808;17341;16426;41;428;689;2214;3145;7172;6051;7061;3100;2091;1854;3
14192;CE;IPUEIRAS;33489;16972;16501;16;459;627;2440;3226;7169;5848;6713;3268;2064;1670;5
14214;CE;IRACEMA;11761;6154;5599;8;165;197;759;983;2638;1999;2551;1316;741;412;0
14230;CE;IRAUÇUBA;15168;7831;7337;0;293;410;1292;1565;3552;2813;3126;1270;626;220;1
14257;CE;ITAIÇABA;6804;3516;3287;1;89;112;416;623;1582;1203;1556;652;366;205;0
13480;CE;ITAITINGA;25282;13294;11988;0;317;546;2023;2660;6199;5202;5149;1858;982;345;1
14273;CE;ITAPAGÉ;33040;17420;15620;0;413;685;2645;3358;7740;6778;6915;2717;1328;460;1
14290;CE;ITAPIPOCA;79312;41004;38308;0;1207;1944;6991;8632;19939;15661;16255;6275;2057;347;4
14311;CE;ITAPIÚNA;14147;7228;6919;0;248;326;1144;1594;3262;2619;3077;1331;452;93;1
15954;CE;ITAREMA;27638;14010;13628;0;477;755;2452;3091;7196;5529;5296;1986;740;116;0
14338;CE;ITATIRA;18186;9052;9119;15;470;466;1425;1989;4099;3052;3492;1675;952;566;0
14354;CE;JAGUARETAMA;15977;7964;7978;35;208;248;1046;1545;3375;2828;3390;1657;866;814;0
14370;CE;JAGUARIBARA;8172;4164;4004;4;123;164;471;718;1867;1544;1664;828;472;319;2
14397;CE;JAGUARIBE;30495;15810;14660;25;346;527;1897;2614;6462;5215;6729;3267;1884;1549;5
14419;CE;JAGUARUANA;28279;14474;13755;50;351;416;1682;2721;6398;5268;6120;2665;1519;1139;0
14435;CE;JARDIM;19902;10514;9387;1;210;388;1544;1761;4522;3901;3791;1896;1322;566;1
14451;CE;JATI;6266;3263;3003;0;86;117;462;545;1321;1140;1352;605;427;210;1
13005;CE;JIJOCA DE JERICOACOARA;14102;7272;6820;10;223;299;1087;1501;3631;2821;2675;959;564;342;0
14478;CE;JUAZEIRO DO NORTE;160170;88268;71902;0;615;1749;11546;16636;39943;34304;33485;13962;6567;1356;7
14494;CE;JUCÁS;17656;9247;8409;0;335;411;1295;1530;3597;3171;4109;1963;1015;230;0
14516;CE;LAVRAS DA MANGABEIRA;25664;13047;12605;12;386;464;1639;2230;5293;4508;5316;2664;1783;1379;2
14532;CE;LIMOEIRO DO NORTE;40182;21209;18973;0;337;663;2737;3648;8950;8051;10072;3957;1485;282;0
13021;CE;MADALENA;14152;7076;7069;7;247;280;1050;1453;2967;2537;2925;1320;818;554;1
15857;CE;MARACANAÚ;138032;75324;62708;0;1117;2547;11071;14612;34220;28585;30947;10809;3417;703;4
14559;CE;MARANGUAPE;75927;39413;36416;98;454;951;4881;7679;18156;15116;16578;5898;3610;2599;5
14575;CE;MARCO;19622;10042;9580;0;343;505;1715;2234;5158;3720;3813;1383;630;121;0
14591;CE;MARTINÓPOLE;9641;4820;4805;16;232;281;912;1127;2216;1724;1759;704;441;244;1
14613;CE;MASSAPÊ;29655;15296;14333;26;452;678;2323;3098;6733;5519;5706;2336;1511;1293;6
14630;CE;MAURITI;35510;18246;17212;52;408;677;2591;3562;8020;6896;7022;3088;1926;1319;1
14656;CE;MERUOCA;10078;5243;4835;0;101;194;771;1058;2472;1776;1997;951;487;271;0
14672;CE;MILAGRES;19844;10421;9423;0;314;423;1424;1760;4459;3940;4366;1884;993;280;1
15970;CE;MILHÃ;11734;5943;5770;21;176;211;682;1136;2317;2066;2646;1222;823;452;3
14680;CE;MIRAÍMA;10272;5015;5257;0;238;286;892;1131;2381;1928;2055;834;413;113;1
14699;CE;MISSÃO VELHA;25552;13508;12044;0;354;535;1937;2488;5916;4916;5207;2383;1359;457;0
14710;CE;MOMBAÇA;34155;17675;16450;30;481;599;2225;3066;7306;5657;7103;3680;2457;1578;3
14737;CE;MONSENHOR TABOSA;15361;7705;7643;13;255;294;1167;1522;3383;2591;3117;1495;892;644;1
14753;CE;MORADA NOVA;58074;29439;28560;75;613;882;3564;4947;12514;11022;12966;5778;3390;2394;4
14770;CE;MORAÚJO;7263;3599;3651;13;139;177;569;739;1673;1367;1364;624;354;257;0
14796;CE;MORRINHOS;16814;8553;8256;5;355;436;1441;1822;4107;2991;3129;1382;866;285;0
14818;CE;MUCAMBO;13423;6993;6415;15;271;302;1007;1295;2887;2153;2781;1281;817;629;0
14834;CE;MULUNGU;7587;3910;3677;0;82;152;591;775;1755;1458;1683;726;290;74;1
14850;CE;NOVA OLINDA;11065;5752;5313;0;203;238;903;1187;2622;2178;2198;910;494;131;1
14877;CE;NOVA RUSSAS;24116;12625;11466;25;278;418;1667;2283;5090;4192;5129;2546;1575;938;0
14893;CE;NOVO ORIENTE;22714;11837;10864;13;368;499;1585;2171;4621;4082;5019;2207;1327;832;3
13307;CE;OCARA;21094;10467;10627;0;332;511;1592;2178;5018;4060;4649;1842;770;141;1
14915;CE;ORÓS;18819;9821;8954;44;211;291;948;1450;3983;3406;4213;2198;1261;855;3
14931;CE;PACAJUS;49691;25690;23980;21;494;898;3862;5293;12157;10087;9920;3535;2047;1397;1
14958;CE;PACATUBA;46459;24482;21957;20;321;665;3376;4802;11457;9363;10088;3383;1839;1164;1
14974;CE;PACOTI;10586;5311;5271;4;95;158;719;1072;2478;1904;2313;923;585;338;1
14990;CE;PACUJÁ;6006;3080;2926;0;133;148;458;600;1351;1021;1195;566;350;184;0
15016;CE;PALHANO;8487;4289;4194;4;126;145;495;703;2100;1666;1759;863;443;186;1
15032;CE;PALMÁCIA;9359;4694;4654;11;131;161;656;942;2182;1720;1984;882;486;215;0
15059;CE;PARACURU;30046;15252;14777;17;313;594;2164;2877;6695;6190;6196;2558;1414;1045;0
15997;CE;PARAIPABA;22231;11460;10771;0;396;567;1770;2287;5103;4629;4556;1815;846;262;0
15075;CE;PARAMBU;28093;14821;13244;28;428;581;2055;2725;5964;4907;6076;2615;1757;985;0
15091;CE;PARAMOTI;8741;4403;4338;0;180;211;738;928;1927;1659;1996;761;278;62;1
15113;CE;PEDRA BRANCA;37224;19258;17929;37;605;766;2787;3507;7602;6482;7405;3699;2375;1994;2
15130;CE;PENAFORTE;7263;3727;3536;0;186;177;624;709;1741;1426;1448;547;292;113;0
15156;CE;PENTECOSTE;32218;16257;15933;28;439;569;2310;3124;7617;6163;6826;2581;1641;945;3
15172;CE;PEREIRO;14837;7404;7422;11;254;330;1158;1337;3437;2661;2869;1416;780;594;1
13285;CE;PINDORETAMA;17543;9135;8400;8;148;265;1129;1739;4009;3670;3704;1496;910;471;2
15199;CE;PIQUET CARNEIRO;11346;5830;5507;9;152;203;670;931;2269;2044;2521;1359;888;307;2
13048;CE;PIRES FERREIRA;8036;3958;4064;14;144;147;577;841;1757;1358;1652;721;489;350;0
15210;CE;PORANGA;10271;5130;5138;3;203;241;774;1022;2248;1857;1966;912;679;369;0
15237;CE;PORTEIRAS;12021;6299;5722;0;136;234;869;1094;2731;2322;2399;1131;757;347;1
15253;CE;POTENGI;7839;4072;3762;5;144;161;570;760;1741;1344;1604;697;521;297;0
13269;CE;POTIRETAMA;5510;2674;2834;2;101;124;370;479;1228;1046;1170;507;282;203;0
13102;CE;QUITERIANÓPOLIS;16949;8639;8306;4;293;279;1128;1466;3583;3182;3697;1539;1020;761;1
15270;CE;QUIXADÁ;57963;30275;27631;57;390;808;3924;6139;12665;10338;12589;5431;3270;2405;4
98531;CE;QUIXELÔ;12300;6114;6186;0;164;242;815;993;2449;2476;3082;1468;515;96;0
15296;CE;QUIXERAMOBIM;56997;28985;27993;19;478;884;3806;5781;12211;10203;12301;5510;3393;2424;6
15318;CE;QUIXERÉ;15910;8128;7782;0;288;337;1194;1636;3772;3071;3460;1454;579;119;0
15334;CE;REDENÇÃO;25076;12963;12086;27;250;420;1663;2388;5545;4667;5521;2343;1284;994;1
15350;CE;RERIUTABA;16718;8459;8229;30;273;349;1151;1499;3527;2936;3306;1591;1113;972;1
15377;CE;RUSSAS;53610;28236;25365;9;382;598;3398;5117;12590;10576;11708;4873;2590;1774;4
15393;CE;SABOEIRO;13675;6994;6680;1;241;240;952;1297;2854;2283;2816;1512;944;536;0
15440;CE;SALITRE;13153;6580;6569;4;263;324;1042;1348;3224;2463;2429;1052;679;327;2
15458;CE;SANTA QUITÉRIA;35362;17973;17360;29;452;621;2389;3363;7695;6329;7293;3260;2098;1860;2
15415;CE;SANTANA DO ACARAÚ;25177;12666;12500;11;392;542;1992;2671;6148;4700;4721;2021;1412;577;1
15431;CE;SANTANA DO CARIRI;11742;6032;5710;0;270;286;950;1141;2564;2108;2454;1094;639;235;1
15474;CE;SÃO BENEDITO;38786;19865;18899;22;601;814;2826;4010;9028;6987;7428;3322;2046;1721;3
15490;CE;SÃO GONÇALO DO AMARANTE;42227;21079;21124;24;434;740;3150;4399;9865;8403;8507;3418;1929;1378;4
15512;CE;SÃO JOÃO DO JAGUARIBE;7501;3856;3643;2;87;120;417;539;1386;1384;1829;880;542;315;2
15539;CE;SÃO LUÍS DO CURU;11919;6079;5830;10;200;241;761;1188;2843;2239;2542;1087;566;251;1
15555;CE;SENADOR POMPEU;21926;11358;10554;14;242;373;1446;2015;4564;3760;4799;2239;1539;946;3
15571;CE;SENADOR SÁ;6131;3071;3058;2;148;148;534;646;1510;1124;1126;522;284;89;0
15598;CE;SOBRAL;131395;70028;61367;0;1013;2152;10445;14123;33410;26302;28172;10495;4318;963;2
15610;CE;SOLONÓPOLE;15031;7645;7365;21;213;264;893;1326;3013;2583;3333;1633;1021;752;0
15636;CE;TABULEIRO DO NORTE;25461;13354;12090;17;286;388;1716;2273;5335;4994;6038;2395;1356;679;1
15652;CE;TAMBORIL;21514;10913;10584;17;284;342;1541;2224;4742;3659;4444;2208;1260;809;1
13366;CE;TARRAFAS;7545;3821;3722;2;159;161;519;702;1606;1286;1607;754;470;279;2
15679;CE;TAUÁ;45156;23567;21533;56;512;790;2902;3985;9531;8135;9787;4597;3106;1807;4
13323;CE;TEJUÇUOCA;13240;6588;6652;0;286;317;1081;1325;3260;2474;2513;1160;598;225;1
15695;CE;TIANGUÁ;47175;25209;21966;0;549;1134;3762;5134;11392;9002;9507;3927;2006;762;0
15717;CE;TRAIRI;43009;21478;21479;52;488;909;3193;4468;10287;8079;8271;3422;2152;1740;0
13080;CE;TURURU;13686;6793;6882;11;234;264;1109;1553;3335;2463;2679;1101;669;278;1
15733;CE;UBAJARA;21552;11321;10231;0;247;430;1656;2202;5062;4370;4675;1983;740;187;0
15750;CE;UMARI;6494;3242;3247;5;112;131;418;589;1428;1178;1328;689;447;174;0
98558;CE;UMIRIM;15833;7830;7971;32;265;320;1193;1657;3580;2904;3061;1347;807;698;1
15776;CE;URUBURETAMA;17003;8588;8395;20;224;344;1346;1860;4239;3123;3347;1323;772;422;3
15792;CE;URUOCA;11452;5666;5763;23;210;260;873;1168;2594;2146;2189;948;608;455;1
98574;CE;VARJOTA;15909;8013;7879;17;349;402;1211;1629;3514;2779;2948;1327;996;753;1
15814;CE;VÁRZEA ALEGRE;26983;14402;12581;0;247;441;1738;2277;5622;4926;6234;3001;1864;633;0
15830;CE;VIÇOSA DO CEARÁ;39452;20282;19170;0;669;1119;3487;4359;8927;7355;7662;3267;1927;678;2
56014;ES;AFONSO CLÁUDIO;25278;12757;12508;13;86;172;1102;1876;5263;5230;6117;2822;1625;984;1
56022;ES;ÁGUA DOCE DO NORTE;9635;4884;4751;0;153;212;653;775;1938;1925;2394;1032;429;124;0
57991;ES;ÁGUIA BRANCA;7496;3702;3794;0;99;133;459;577;1589;1453;1946;790;355;95;0
56030;ES;ALEGRE;22601;11676;10925;0;131;265;1251;1866;4677;4132;5618;2649;1373;637;2
56057;ES;ALFREDO CHAVES;11969;5895;6061;13;108;110;565;857;2297;2334;3024;1425;743;506;0
56065;ES;ALTO RIO NOVO;6310;3201;3106;3;76;105;348;508;1382;1285;1437;664;335;170;0
56073;ES;ANCHIETA;23315;11748;11550;17;169;290;1260;1872;5343;4904;5570;2292;1056;559;0
56090;ES;APIACÁ;6021;3065;2956;0;37;76;312;474;1165;1151;1492;735;377;202;0
56111;ES;ARACRUZ;67589;34088;33422;79;265;608;4112;6287;16506;14491;15663;5951;2401;1301;4
56138;ES;ATÍLIO VIVÁCQUA;8837;4343;4486;8;49;105;439;637;1897;1676;2244;967;501;322;0
56154;ES;BAIXO GUANDU;22058;11446;10612;0;118;216;1264;1865;4506;4569;5875;2471;993;179;2
56170;ES;BARRA DE SÃO FRANCISCO;33842;17448;16365;29;184;357;1864;2687;7150;6656;8081;3469;2004;1387;3
56197;ES;BOA ESPERANÇA;9973;5106;4867;0;52;110;561;890;2125;2050;2607;1053;437;88;0
56219;ES;BOM JESUS DO NORTE;6926;3637;3289;0;51;84;395;544;1321;1345;1865;842;365;113;1
56146;ES;BREJETUBA;9605;4549;5052;4;60;138;569;792;2293;2173;2153;797;389;240;1
56235;ES;CACHOEIRO DE ITAPEMIRIM;136943;72446;64353;144;298;824;6595;11132;29844;26859;35322;14887;6943;4233;6
56251;ES;CARIACICA;255477;135276;120029;172;303;905;13020;22148;60123;54098;63348;24821;10727;5975;9
56278;ES;CASTELO;28155;14370;13785;0;74;185;1229;2073;6051;5482;7403;3055;1768;834;1
56294;ES;COLATINA;88039;46347;41640;52;168;475;4178;6585;18848;17565;23166;9370;4682;3002;0
56316;ES;CONCEIÇÃO DA BARRA;23132;11769;11358;5;202;326;1449;2129;5263;4679;5265;2110;1053;654;2
56332;ES;CONCEIÇÃO DO CASTELO;9449;4750;4695;4;32;78;458;688;2134;1899;2302;1041;495;322;0
56359;ES;DIVINO DE SÃO LOURENÇO;3681;1753;1928;0;53;78;241;305;816;657;904;388;180;59;0
56375;ES;DOMINGOS MARTINS;25739;12751;12988;0;94;216;1417;2068;5721;5639;6774;2669;968;173;0
56391;ES;DORES DO RIO PRETO;5700;2794;2906;0;46;92;348;529;1287;1090;1417;567;238;86;0
56413;ES;ECOPORANGA;19167;9626;9532;9;239;301;1133;1567;3934;3910;4543;2060;1026;453;1
56430;ES;FUNDÃO;14423;7197;7200;26;127;194;805;1046;3028;2920;3559;1590;715;438;1
56308;ES;GOVERNADOR LINDENBERG;8956;4384;4567;5;49;88;365;662;1856;1799;2342;966;508;321;0
56456;ES;GUAÇUÍ;21752;11431;10306;15;90;181;993;1723;4556;4177;5194;2541;1291;1006;0
56472;ES;GUARAPARI;88239;45363;42812;64;212;511;4693;7274;19245;18495;21814;9127;4342;2524;2
57096;ES;IBATIBA;18133;9137;8986;10;156;268;1059;1451;4120;3838;4036;1754;897;554;0
56499;ES;IBIRAÇU;9088;4680;4408;0;44;84;528;803;2023;1835;2204;964;441;161;1
56502;ES;IBITIRAMA;6251;3091;3160;0;54;101;415;534;1416;1303;1554;635;197;42;0
56510;ES;ICONHA;10957;5424;5531;2;81;134;531;877;2301;2149;2830;1188;608;258;0
56049;ES;IRUPI;10671;5216;5451;4;170;210;666;866;2495;2311;2254;963;466;270;0
56537;ES;ITAGUAÇU;10982;5439;5543;0;68;126;497;765;2162;2097;2981;1419;652;215;0
56553;ES;ITAPEMIRIM;27813;14464;13349;0;293;488;1812;2361;6070;5723;6576;2895;1180;414;1
56570;ES;ITARANA;9074;4480;4594;0;116;102;474;697;1813;1772;2345;1087;518;150;0
56596;ES;IÚNA;21092;10606;10471;15;143;234;1097;1614;4681;4243;5095;2094;1116;775;0
57134;ES;JAGUARÉ;20691;10299;10383;9;122;213;1164;1803;5317;4381;4619;1781;811;480;0
56618;ES;JERÔNIMO MONTEIRO;9768;4990;4774;4;53;105;563;837;2024;1770;2440;1109;605;262;0
56626;ES;JOÃO NEIVA;12162;6253;5909;0;35;111;564;918;2468;2432;3149;1427;679;378;1
57916;ES;LARANJA DA TERRA;8254;4027;4227;0;55;96;411;600;1583;1701;2343;999;409;57;0
56634;ES;LINHARES;110140;56570;53397;173;354;825;6122;9843;26441;23836;25499;10020;4685;2513;2
56650;ES;MANTENÓPOLIS;11056;5561;5489;6;121;140;676;913;2279;2136;2699;1172;683;236;1
56120;ES;MARATAÍZES;27783;14498;13281;4;206;304;1445;2179;5888;5512;6728;3082;1558;881;0
56103;ES;MARECHAL FLORIANO;11410;5732;5678;0;36;124;664;922;2545;2539;2978;1181;359;62;0
57070;ES;MARILÂNDIA;9230;4643;4587;0;46;102;528;707;1909;1849;2630;1014;360;85;0
56677;ES;MIMOSO DO SUL;18280;9219;9061;0;90;257;1035;1378;3678;3540;5052;2237;800;213;0
56693;ES;MONTANHA;14662;7511;7116;35;109;186;805;1292;3115;2859;3514;1470;899;413;0
56715;ES;MUCURICI;4851;2420;2431;0;68;114;318;399;1043;888;1201;506;259;55;0
56731;ES;MUNIZ FREIRE;13759;6888;6871;0;100;145;851;1162;2944;2719;3323;1425;747;343;0
56758;ES;MUQUI;11095;5541;5551;3;61;99;560;878;2427;2046;2798;1247;677;300;2
56774;ES;NOVA VENÉCIA;37855;19345;18491;19;135;308;2078;3250;8166;7473;9369;3785;1973;1317;1
56790;ES;PANCAS;16536;8294;8230;12;117;201;874;1270;3392;3241;3979;1826;965;669;2
57150;ES;PEDRO CANÁRIO;18144;9168;8970;6;169;260;1184;1704;4168;3681;4088;1612;819;457;2
56812;ES;PINHEIROS;17714;9190;8506;18;152;253;953;1473;4074;3629;4123;1750;957;350;0
56839;ES;PIÚMA;16085;8228;7848;9;147;241;982;1434;3396;3180;3869;1561;815;460;0
56200;ES;PONTO BELO;6046;3003;3043;0;99;120;357;418;1139;1181;1531;698;351;152;0
56855;ES;PRESIDENTE KENNEDY;12270;6057;6201;12;151;214;786;1103;2869;2445;2792;1154;553;200;3
57118;ES;RIO BANANAL;15199;7357;7826;16;79;161;769;1214;3354;3103;3775;1473;741;529;1
56871;ES;RIO NOVO DO SUL;8598;4294;4304;0;51;76;453;658;1829;1684;2155;1015;474;203;0
56898;ES;SANTA LEOPOLDINA;9810;4642;5168;0;79;102;529;729;2056;1959;2551;1130;471;204;0
57932;ES;SANTA MARIA DE JETIBÁ;27940;13804;14118;18;114;266;1532;2535;6950;5952;6137;2514;1264;676;0
56910;ES;SANTA TERESA;18363;9114;9249;0;61;155;948;1380;4047;3566;4910;2223;871;202;0
56006;ES;SÃO DOMINGOS DO NORTE;6802;3288;3514;0;64;97;383;532;1462;1345;1816;751;283;69;0
56936;ES;SÃO GABRIEL DA PALHA;25445;13198;12233;14;101;239;1172;1911;5747;5411;6177;2557;1265;864;1
56952;ES;SÃO JOSÉ DO CALÇADO;9328;4668;4652;8;57;84;473;741;1765;1647;2420;1192;638;310;1
56979;ES;SÃO MATEUS;80238;41238;38937;63;234;555;4280;7348;18636;17003;19373;7355;3342;2111;1
56162;ES;SÃO ROQUE DO CANAÃ;8728;4276;4452;0;59;108;498;736;1810;1751;2417;997;306;46;0
56995;ES;SERRA;308151;162272;145744;135;621;1757;17688;28123;76409;67748;73223;27686;10170;4717;9
56189;ES;SOORETAMA;18868;9452;9407;9;136;246;1127;1847;4646;4222;4087;1462;709;384;2
57959;ES;VARGEM ALTA;15385;7513;7859;13;78;155;808;1175;3315;3106;4001;1540;721;485;1
57975;ES;VENDA NOVA DO IMIGRANTE;17611;8932;8672;7;48;135;911;1508;4067;3707;4413;1574;839;409;0
57010;ES;VIANA;45920;23818;22102;0;141;376;2689;4237;11394;9947;11138;4275;1429;294;0
56081;ES;VILA PAVÃO;6772;3328;3444;0;39;95;352;559;1470;1436;1754;653;285;128;1
56227;ES;VILA VALÉRIO;11606;5636;5970;0;128;230;668;973;2656;2480;2855;1108;394;114;0
57037;ES;VILA VELHA;316619;170286;146064;269;364;1196;15425;25160;69261;65007;81738;33884;15535;9039;10
57053;ES;VITÓRIA;232829;127968;104861;0;479;1313;12867;17501;50915;47244;61236;28214;10053;3005;2
93360;GO;ABADIA DE GOIÁS;8008;4098;3910;0;103;131;493;718;1940;1725;1873;681;269;75;0
92010;GO;ABADIÂNIA;10668;5334;5334;0;158;213;674;828;2062;2204;2611;1035;594;289;0
96458;GO;ACREÚNA;16448;8151;8294;3;135;226;1011;1440;3473;3499;4023;1468;771;402;0
96911;GO;ADELÂNDIA;3044;1466;1578;0;40;42;187;250;631;566;767;301;181;79;0
